paper_eligible,exclude_reason,auto_taxonomy_label,failed_dims,failed_dim_count,audit_status,score_6d,pass,pass_threshold,dim_task_completion,dim_data_retrieval_accuracy,dim_agent_sequence_correct,dim_clarity_and_justification,dim_generalized_result_verification,dim_hallucinations,run_name,cohort_id,experiment_cell,orchestration_mode,mcp_mode,model_id,judge_model,scenario_id,scenario_file,trial_index,trajectory_file,wandb_run_url,suggestions,scored_at,schema_version
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification",4,auto_only,0.1667,False,0.6,False,False,False,True,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-009,data/scenarios/multi_01_end_to_end_fault_response.json,1,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_multi_01_end_to_end_fault_response_run01.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent should handle missing sensor data more robustly and provide a more accurate fault diagnosis based on available information.,2026-05-05T08:10:54.672785+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-009,data/scenarios/multi_01_end_to_end_fault_response.json,2,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_multi_01_end_to_end_fault_response_run02.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent failed to retrieve relevant sensor data and did not correctly identify the probable fault mode. It also did not provide a clear justification for its work order recommendation.,2026-05-05T08:10:56.011139+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,stratified_sample,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-009,data/scenarios/multi_01_end_to_end_fault_response.json,3,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_multi_01_end_to_end_fault_response_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent failed to retrieve relevant sensor data and did not properly analyze the fault mode or risk. The work order was created with inconsistent data.,2026-05-05T08:10:57.351512+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-009,data/scenarios/multi_01_end_to_end_fault_response.json,4,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_multi_01_end_to_end_fault_response_run04.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,"The agent failed to follow a logical sequence of steps to investigate the transformer's condition, and made incorrect or missing tool calls. It should have retrieved and analyzed relevant sensor data before making a maintenance recommendation.",2026-05-05T08:10:58.997957+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-009,data/scenarios/multi_01_end_to_end_fault_response.json,5,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_multi_01_end_to_end_fault_response_run05.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent failed to retrieve relevant sensor data and didn't properly diagnose the fault mode. It also didn't provide a clear justification for its work order recommendation.,2026-05-05T08:11:00.353746+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-010,data/scenarios/multi_02_dga_to_workorder_pipeline.json,1,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_multi_02_dga_to_workorder_pipeline_run01.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent should have handled the error from the trend analysis tool call and either provided a valid alternative or acknowledged the missing data in its final answer.,2026-05-05T08:11:01.759490+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-010,data/scenarios/multi_02_dga_to_workorder_pipeline.json,2,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_multi_02_dga_to_workorder_pipeline_run02.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent should have used available thermal anomaly data or other relevant metrics when DGA data and specific temperature trend analysis were not both available.,2026-05-05T08:11:03.094384+00:00,v1
true,,low_agent_sequence_correct,"agent_sequence_correct,generalized_result_verification",2,auto_only,0.5,False,0.6,True,True,False,True,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-010,data/scenarios/multi_02_dga_to_workorder_pipeline.json,3,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_multi_02_dga_to_workorder_pipeline_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,Improve handling of missing data and verify assumptions about fault severity.,2026-05-05T08:11:04.658358+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification",4,auto_only,0.1667,False,0.6,False,False,False,True,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-010,data/scenarios/multi_02_dga_to_workorder_pipeline.json,4,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_multi_02_dga_to_workorder_pipeline_run04.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,Implement error handling for missing data and provide alternative data sources or fallback values.,2026-05-05T08:11:06.217662+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,hallucinations,generalized_result_verification",5,auto_only,0.3333,False,0.6,False,False,False,True,False,False,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-012,data/scenarios/iot_04_load_current_overload_check.json,2,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_iot_04_load_current_overload_check_run02.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,Retrieve actual sensor data before attempting analysis.,2026-05-05T08:10:37.350564+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-012,data/scenarios/iot_04_load_current_overload_check.json,3,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_iot_04_load_current_overload_check_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent should have provided a clear and accurate report based on the retrieved data and avoided making unsubstantiated claims.,2026-05-05T08:10:38.541025+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-012,data/scenarios/iot_04_load_current_overload_check.json,4,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_iot_04_load_current_overload_check_run04.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent should be modified to handle cases where sensor readings are not available and provide a meaningful response instead of just noting the assumption of available readings.,2026-05-05T08:10:39.716569+00:00,v1
true,,low_agent_sequence_correct,"agent_sequence_correct,clarity_and_justification",2,stratified_sample,0.5,False,0.6,True,True,False,False,True,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-014,data/scenarios/fmsr_04_dga_full_diagnostic_chain.json,1,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_fmsr_04_dga_full_diagnostic_chain_run01.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent should have used the retrieved data more explicitly to justify its answer and follow a more logical sequence of tool calls to derive the final response.,2026-05-05T08:10:22.131199+00:00,v1
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification,clarity_and_justification",4,auto_only,0.1667,False,0.6,False,True,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-014,data/scenarios/fmsr_04_dga_full_diagnostic_chain.json,2,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_fmsr_04_dga_full_diagnostic_chain_run02.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,Review DGA diagnosis and match it correctly to failure mechanisms; justify sensor prioritization based on failure mode characteristics,2026-05-05T08:10:23.909632+00:00,v1
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification",3,auto_only,0.3333,False,0.6,False,True,False,True,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-014,data/scenarios/fmsr_04_dga_full_diagnostic_chain.json,3,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_fmsr_04_dga_full_diagnostic_chain_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent should have used the DGA analysis results more accurately to determine the fault mode.,2026-05-05T08:10:25.018283+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-014,data/scenarios/fmsr_04_dga_full_diagnostic_chain.json,4,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_fmsr_04_dga_full_diagnostic_chain_run04.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent failed to correctly match the diagnosed fault mode to a failure mechanism in the catalogue and did not provide a prioritized sensor list based on the failure mode. It should have used the search_failure_modes tool effectively and utilized get_sensor_correlation with the correct failure mode ID.,2026-05-05T08:10:26.643032+00:00,v1
true,,low_task_completion,"task_completion,agent_sequence_correct,generalized_result_verification",3,auto_only,0.3333,False,0.6,False,True,False,True,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-014,data/scenarios/fmsr_04_dga_full_diagnostic_chain.json,5,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_fmsr_04_dga_full_diagnostic_chain_run05.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent should have used the DGA results to inform the fault diagnosis instead of directly searching for 'Arc Discharge'. The prioritized sensor list should be based on the correlation with the identified failure mode.,2026-05-05T08:10:28.236614+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-018,data/scenarios/wo_04_fault_record_downtime_update.json,1,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_wo_04_fault_record_downtime_update_run01.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent failed to retrieve the correct fault record for T-006 and instead retrieved details for T-001. It also created and updated a work order for T-006 but with incorrect fault details. The agent should be corrected to retrieve the correct fault record and ensure all actions are based on accurate data.,2026-05-05T08:11:37.949749+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-018,data/scenarios/wo_04_fault_record_downtime_update.json,3,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_wo_04_fault_record_downtime_update_run03.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,"The agent failed to retrieve the correct fault record for T-006 and instead retrieved details for T-001. It also incorrectly estimated downtime for an 'Arc Discharge' fault instead of the actual fault type of T-006. The work order was created and updated, but based on incorrect inputs.",2026-05-05T08:11:40.662508+00:00,v1
true,,low_task_completion,"task_completion,data_retrieval_accuracy,agent_sequence_correct,generalized_result_verification,clarity_and_justification",5,auto_only,0.0,False,0.6,False,False,False,False,False,True,core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct,core15_broad,A,agent_as_tool,direct,openai/Llama-3.1-8B-Instruct,watsonx/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,SGT-018,data/scenarios/wo_04_fault_record_downtime_update.json,4,benchmarks/cell_A_direct/raw/core15x5_post175_a100_cu_20260505T0724Z_A_post175_15x5_aat_direct/2026-05-05_A_llama-3-1-8b-instruct_agent_as_tool_direct_wo_04_fault_record_downtime_update_run04.json,https://wandb.ai/assetopsbench-smartgrid/assetopsbench-smartgrid/runs/zkxtrs32,The agent failed to retrieve the correct fault record for T-006 and instead used a different transformer ID (T-001). The estimate_downtime and create_work_order calls used the correct transformer ID (T-006) but the fault record retrieval did not. The sequence of operations was also not entirely correct as it did not follow the expected behavior of retrieving the fault record for T-006.,2026-05-05T08:11:42.381020+00:00,v1
