registry_version,cohort_id,row_group,run_name,status,include_in_paper,reason,superseded_by,git_sha,pr_floor,scenario_set,trials,scenario_count,raw_json_count,latency_count,judge_count,artifact_path,score_source,notes
1,core16_extension,Y,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,core16_extension,5,16,80,80,80,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,results/metrics/scenario_scores.jsonl,
1,core16_extension,YS,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,core16_extension,5,16,80,80,80,benchmarks/cell_Y_plan_execute/raw/core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,results/metrics/scenario_scores.jsonl,
1,core16_extension,Z,core_rem16x5_post175_a100_ixqt_west4_20260505T0918Z_Z_post175_15x5_exp2_cell_Z_verified_pe_mcp_baseline,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,core16_extension,5,16,80,80,80,benchmarks/cell_Z_hybrid/raw/core_rem16x5_post175_a100_ixqt_west4_20260505T0918Z_Z_post175_15x5_exp2_cell_Z_verified_pe_mcp_baseline,results/metrics/scenario_scores.jsonl,
1,core16_extension,ZS,core_rem16x5_post175_a100_ixqt_west4_20260505T0918Z_ZS_post175_15x5_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,core16_extension,5,16,80,80,80,benchmarks/cell_Z_hybrid/raw/core_rem16x5_post175_a100_ixqt_west4_20260505T0918Z_ZS_post175_15x5_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline,results/metrics/scenario_scores.jsonl,
1,followon_extra15,D,extra15x5_post175_a100_ixqt_west3_20260505T0815Z_D_post175_15x5_aat_mcp_model_optimized,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,followon_extra15,5,15,75,75,75,benchmarks/cell_D/raw/extra15x5_post175_a100_ixqt_west3_20260505T0815Z_D_post175_15x5_aat_mcp_model_optimized,results/metrics/scenario_scores.jsonl,
1,followon_extra15,YS_TP,followon15x5_post175_a100_cu_20260505T0810Z_YS_TP_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_optimized,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,followon_extra15,5,15,75,75,75,benchmarks/cell_Y_plan_execute/raw/followon15x5_post175_a100_cu_20260505T0810Z_YS_TP_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_optimized,results/metrics/scenario_scores.jsonl,
1,followon_extra15,ZSD,extra15x5_post175_a100_ixqt_west4_20260505T0815Z_ZSD_post175_15x5_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,followon_extra15,5,15,75,75,75,benchmarks/cell_ZSD/raw/extra15x5_post175_a100_ixqt_west4_20260505T0815Z_ZSD_post175_15x5_exp2_cell_ZSD_verified_pe_self_ask_mcp_model_optimized,results/metrics/scenario_scores.jsonl,
1,followon_extra15,ZS_TP,followon15x5_post175_a100_cu_20260505T0810Z_ZS_TP_post175_15x5_exp2_cell_ZS_verified_pe_self_ask_mcp_optimized,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,followon_extra15,5,15,75,75,75,benchmarks/cell_Z_hybrid/raw/followon15x5_post175_a100_cu_20260505T0810Z_ZS_TP_post175_15x5_exp2_cell_ZS_verified_pe_self_ask_mcp_optimized,results/metrics/scenario_scores.jsonl,
1,mitigation15_4tier,YS_ADJ,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_ADJ_post175_15x5_mitigation_adjudication_pe_self_ask,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,mitigation15_4tier,5,15,75,75,75,benchmarks/cell_Y_plan_execute/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_ADJ_post175_15x5_mitigation_adjudication_pe_self_ask,results/metrics/scenario_scores.jsonl,
1,mitigation15_4tier,YS_BASELINE,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_BASELINE_post175_15x5_mitigation_baseline_pe_self_ask,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,mitigation15_4tier,5,15,75,75,75,benchmarks/cell_Y_plan_execute/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_BASELINE_post175_15x5_mitigation_baseline_pe_self_ask,results/metrics/scenario_scores.jsonl,
1,mitigation15_4tier,YS_GUARD,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_GUARD_post175_15x5_mitigation_guard_pe_self_ask,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,mitigation15_4tier,5,15,75,75,75,benchmarks/cell_Y_plan_execute/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_GUARD_post175_15x5_mitigation_guard_pe_self_ask,results/metrics/scenario_scores.jsonl,
1,mitigation15_4tier,YS_REPAIR,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_REPAIR_post175_15x5_mitigation_repair_pe_self_ask,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,mitigation15_4tier,5,15,75,75,75,benchmarks/cell_Y_plan_execute/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_YS_REPAIR_post175_15x5_mitigation_repair_pe_self_ask,results/metrics/scenario_scores.jsonl,
1,mitigation15_4tier,ZS_ADJ,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_ADJ_post175_15x5_mitigation_adjudication_verified_pe_self_ask,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,mitigation15_4tier,5,15,75,75,75,benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_ADJ_post175_15x5_mitigation_adjudication_verified_pe_self_ask,results/metrics/scenario_scores.jsonl,
1,mitigation15_4tier,ZS_BASELINE,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_BASELINE_post175_15x5_mitigation_baseline_verified_pe_self_ask,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,mitigation15_4tier,5,15,75,75,75,benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_BASELINE_post175_15x5_mitigation_baseline_verified_pe_self_ask,results/metrics/scenario_scores.jsonl,
1,mitigation15_4tier,ZS_GUARD,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_GUARD_post175_15x5_mitigation_guard_verified_pe_self_ask,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,mitigation15_4tier,5,15,75,75,75,benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_GUARD_post175_15x5_mitigation_guard_verified_pe_self_ask,results/metrics/scenario_scores.jsonl,
1,mitigation15_4tier,ZS_REPAIR,mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_REPAIR_post175_15x5_mitigation_repair_verified_pe_self_ask,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,mitigation15_4tier,5,15,75,75,75,benchmarks/cell_Z_hybrid/raw/mitigation15x5_4tier_post175_a100_ixqt_west3_20260505T0845Z_ZS_REPAIR_post175_15x5_mitigation_repair_verified_pe_self_ask,results/metrics/scenario_scores.jsonl,
1,watsonx70b_main15,A70B,final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_A70B_post175_70b_aat_direct_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_main15,3,15,45,45,45,benchmarks/cell_A70B/raw/final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_A70B_post175_70b_aat_direct_watsonx,results/metrics/scenario_scores.jsonl,
1,watsonx70b_main15,B70B,final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_B70B_post175_70b_aat_mcp_baseline_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_main15,3,15,45,45,45,benchmarks/cell_B70B/raw/final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_B70B_post175_70b_aat_mcp_baseline_watsonx,results/metrics/scenario_scores.jsonl,git_dirty was caused by tracked score/log appends during capture or judge; no code/config diff was observed during pullback validation.
1,watsonx70b_main15,C70B,final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_C70B_post175_70b_aat_mcp_optimized_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_main15,3,15,45,45,45,benchmarks/cell_C70B/raw/final15x3_70b_watsonx_post175_cpu_ixqt_abc_20260505T0722Z_C70B_post175_70b_aat_mcp_optimized_watsonx,results/metrics/scenario_scores.jsonl,git_dirty was caused by tracked score/log appends during capture or judge; no code/config diff was observed during pullback validation.
1,watsonx70b_main15,Y70B,final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_main15,3,15,45,45,45,benchmarks/cell_Y70B/raw/final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,results/metrics/scenario_scores.jsonl,
1,watsonx70b_main15,YS70B,final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_main15,3,15,45,45,45,benchmarks/cell_YS70B/raw/final15x3_70b_watsonx_post175_cpu_cu_a_yys_envrepair_20260505T0820Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,results/metrics/scenario_scores.jsonl,git_dirty was caused by tracked score/log appends during capture or judge; no code/config diff was observed during pullback validation.
1,watsonx70b_main15,Z70B,final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_main15,3,15,45,45,45,benchmarks/cell_Z70B/raw/final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,results/metrics/scenario_scores.jsonl,
1,watsonx70b_main15,ZS70B,final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_main15,3,15,45,45,45,benchmarks/cell_ZS70B/raw/final15x3_70b_watsonx_post175_cpu_cu_b_zzs_envrepair_20260505T0820Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,results/metrics/scenario_scores.jsonl,git_dirty was caused by tracked score/log appends during capture or judge; no code/config diff was observed during pullback validation.
1,watsonx70b_topup15,Y70B,topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_topup15,2,15,30,30,30,benchmarks/cell_Y70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_Y70B_post175_70b_exp2_cell_Y_pe_mcp_baseline_watsonx,results/metrics/scenario_scores.jsonl,
1,watsonx70b_topup15,YS70B,topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_topup15,2,15,30,30,30,benchmarks/cell_YS70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_a_yys_20260505T1010Z_YS70B_post175_70b_exp2_cell_YS_pe_self_ask_mcp_baseline_watsonx,results/metrics/scenario_scores.jsonl,git_dirty was caused by tracked score/log appends during capture or judge; no code/config diff was observed during pullback validation.
1,watsonx70b_topup15,Z70B,topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_topup15,2,15,30,30,30,benchmarks/cell_Z70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_Z70B_post175_70b_exp2_cell_Z_verified_pe_mcp_baseline_watsonx,results/metrics/scenario_scores.jsonl,
1,watsonx70b_topup15,ZS70B,topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,paper_grade,true,"post-PR175 clean-floor evidence with expected raw JSON, latency, and judge counts",,1913c6e4703425f735d8cb8297cb890ba66bbeff,PR #175 over PR #180; team13/main@1913c6e4703425f735d8cb8297cb890ba66bbeff,watsonx70b_topup15,2,15,30,30,30,benchmarks/cell_ZS70B/raw/topup15x2_70b_watsonx_post175_cpu_cu_b_zzs_20260505T1010Z_ZS70B_post175_70b_exp2_cell_ZS_verified_pe_self_ask_mcp_baseline_watsonx,results/metrics/scenario_scores.jsonl,git_dirty was caused by tracked score/log appends during capture or judge; no code/config diff was observed during pullback validation.
1,final6_legacy_a100_matrix,A,final5x6_a100_20260503T090200Z_A_final5x6_aat_direct,superseded,false,legacy final-six A100 matrix predates the post-PR175 31-scenario evidence set,core_rem16x5_post175_a100_cu_20260505T0940Z_A_post175_15x5_aat_direct,,pre-PR175,smartgrid_final6_v1,5,6,30,30,30,benchmarks/cell_A_direct/raw/final5x6_a100_20260503T090200Z_A_final5x6_aat_direct,results/metrics/scenario_scores.jsonl,Retained for provenance and historical comparisons only.
1,final6_legacy_a100_matrix,B,final5x6_a100_20260503T090200Z_B_final5x6_aat_mcp_baseline,superseded,false,legacy final-six A100 matrix predates the post-PR175 31-scenario evidence set,core_rem16x5_post175_a100_cu_20260505T0940Z_B_post175_15x5_aat_mcp_baseline,,pre-PR175,smartgrid_final6_v1,5,6,30,30,30,benchmarks/cell_B_mcp_baseline/raw/final5x6_a100_20260503T090200Z_B_final5x6_aat_mcp_baseline,results/metrics/scenario_scores.jsonl,Retained for provenance and historical comparisons only.
1,final6_legacy_a100_matrix,C,final5x6_a100_20260503T090200Z_C_final5x6_aat_mcp_optimized,superseded,false,legacy final-six A100 matrix predates the post-PR175 31-scenario evidence set,core_rem16x5_post175_a100_cu_20260505T0940Z_C_post175_15x5_aat_mcp_optimized,,pre-PR175,smartgrid_final6_v1,5,6,30,30,30,benchmarks/cell_C_mcp_optimized/raw/final5x6_a100_20260503T090200Z_C_final5x6_aat_mcp_optimized,results/metrics/scenario_scores.jsonl,Retained for provenance and historical comparisons only.
1,final6_legacy_a100_matrix,D,final5x6_extra_a100_20260503T115304Z_D_final5x6_aat_mcp_model_optimized,superseded,false,legacy final-six A100 matrix predates the post-PR175 31-scenario evidence set,extra15x5_post175_a100_ixqt_west3_20260505T0815Z_D_post175_15x5_aat_mcp_model_optimized,,pre-PR175,smartgrid_final6_v1,5,6,30,30,30,benchmarks/cell_D/raw/final5x6_extra_a100_20260503T115304Z_D_final5x6_aat_mcp_model_optimized,results/metrics/scenario_scores.jsonl,Retained for provenance and historical comparisons only.
1,final6_legacy_a100_matrix,Y,final5x6_a100_20260503T090200Z_Y_final5x6_exp2_cell_Y_pe_mcp_baseline,superseded,false,legacy final-six A100 matrix predates the post-PR175 31-scenario evidence set,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_Y_post175_15x5_exp2_cell_Y_pe_mcp_baseline,,pre-PR175,smartgrid_final6_v1,5,6,30,30,30,benchmarks/cell_Y_plan_execute/raw/final5x6_a100_20260503T090200Z_Y_final5x6_exp2_cell_Y_pe_mcp_baseline,results/metrics/scenario_scores.jsonl,Retained for provenance and historical comparisons only.
1,final6_legacy_a100_matrix,YS,final5x6_a100_20260503T090200Z_YS_final5x6_exp2_cell_Y_pe_self_ask_mcp_baseline,superseded,false,legacy final-six A100 matrix predates the post-PR175 31-scenario evidence set,core_rem16x5_post175_a100_ixqt_east_20260505T0918Z_YS_post175_15x5_exp2_cell_YS_pe_self_ask_mcp_baseline,,pre-PR175,smartgrid_final6_v1,5,6,30,30,30,benchmarks/cell_Y_plan_execute/raw/final5x6_a100_20260503T090200Z_YS_final5x6_exp2_cell_Y_pe_self_ask_mcp_baseline,results/metrics/scenario_scores.jsonl,Retained for provenance and historical comparisons only.
